0,0.3,0.6,0.9,1.2,1.5,1.8,2.1,2.4,2.7,3,3.3,3.6,3.9,4.2,4.5,4.8
0.3,0.282321236697518,0.542289047404485,0.670942648265986,0.730006515539536,0.743303396337753,0.716982749098481,0.650680170727534,0.537447129228489,0.367127184234668,0.131716102554044,-0.156379295934087,-0.43712065625312,-0.62309849020628,-0.70778421635053,-0.742731621735797,-0.733798665547965
0.6,0.229926732360622,0.50251587771809,0.544863013705925,0.570309929621246,0.569621120170968,0.553358628339336,0.51533147787023,0.445458139162406,0.32390822591508,0.124505962074282,-0.154537129793049,-0.418287707654107,-0.533243510361545,-0.559886570986423,-0.573041587933316,-0.56271547879861
0.9,0.141668756230756,0.47680680250541,0.460492223248611,0.483654391947858,0.47745462519946,0.466774261122353,0.440103305027907,0.389812615194892,0.294397152387026,0.118841773505364,-0.152837086516766,-0.401461402553152,-0.467912410479857,-0.474004165515315,-0.482412548386832,-0.472602719902186
1.2,0.051163229495549,0.458343923162954,0.398522146911196,0.428576643029491,0.417960129306317,0.411270750164053,0.390507554552818,0.351406028428262,0.272431032496747,0.114189609450838,-0.151251267478486,-0.386302738487538,-0.417787381770789,-0.417192649563191,-0.424127553704759,-0.414873207507883
1.5,0.00361756493182,0.442460671866459,0.350687183407491,0.390283300109791,0.375374100405663,0.371938356721421,0.354630198938796,0.322799259642085,0.255176261445847,0.11025204912103,-0.149760392045586,-0.372548995492263,-0.377906473748135,-0.376604543415044,-0.382685539974622,-0.373917613900394
1.8,-0.000821916537489,0.42816432564952,0.31253141219917,0.362020757559949,0.342857378105761,0.342270021789098,0.327101808243175,0.300402554597228,0.241112135481572,0.10684602117801,-0.148350374766396,-0.359992769162335,-0.34532391417332,-0.3460543993428,-0.351276544932194,-0.342959946292461
2.1,0.000414941315539,0.41520150014559,0.281344370384356,0.34024005465098,0.316907901748834,0.318913306002091,0.305098858454878,0.282239065718229,0.229335120796095,0.103850694725759,-0.147010498381126,-0.348467699260228,-0.318156543264172,-0.322166127819378,-0.326393524542881,-0.318522378856649
2.4,-0.000305975109616,0.403374299388863,0.255363914344555,0.32289154894315,0.295525479058364,0.299942870418909,0.286976181520635,0.267117050219432,0.219268036863344,0.101182086298509,-0.145732350456843,-0.337838488147313,-0.295133687529402,-0.302932285500574,-0.306029473433913,-0.298613181696082
2.7,0.000276623568438,0.392524040005623,0.233386612573571,0.308707328869454,0.277474711892319,0.284164142041344,0.271701886483011,0.254268902428713,0.210521574643813,0.09877944455214,-0.144509162976837,-0.32799375468874,-0.275361759432407,-0.287081602827448,-0.288945091478797,-0.281999187932508
3,-0.000273855253644,0.382521694721758,0.214558647267281,0.296860707089945,0.261946089198229,0.270791692382518,0.258591674610353,0.243174520153546,0.202821775009971,0.096597402481774,-0.143335380895762,-0.318840813075383,-0.258191416021707,-0.27376885259555,-0.274329649096315,-0.267870838726781
3.3,0.000270426519477,0.373261082661837,0.198255472614666,0.286789702526593,0.248383992585317,0.259285218695226,0.247171501312577,0.233467097791843,0.19596918241646,0.094601189711978,-0.142206368583878,-0.310301789153995,-0.243138036228745,-0.262409765363123,-0.261628116277116,-0.255671827251592
3.6,-0.000242507254385,0.364653889568437,0.18400866212614,0.278099055687922,0.236392539942796,0.249259313870393,0.237101213070475,0.224879396439513,0.189814473563702,0.092763574586366,-0.14111820330496,-0.302310685336007,-0.22983181420638,-0.252587356147145,-0.250446282932604,-0.245005599864667
